start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1 with read ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2042 with read ROI [15700:20700, 8368:12368, 68368:72368] (5000, 4000, 4000) and write ROI [15700:20700, 8368:12368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/244 with read ROI [15700:20700, 12368:16368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1564 with read ROI [15700:20700, 12368:16368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4519 with read ROI [15700:20700, 12368:16368, 92368:96368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4984 with read ROI [15700:20700, 12368:16368, 96368:100368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6008 with read ROI [15700:20700, 12368:16368, 104368:108368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6569 with read ROI [15700:20700, 12368:16368, 108368:111944] (5000, 4000, 3576) and write ROI [15700:20700, 12368:16368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/151 with read ROI [15700:20700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/251 with read ROI [15700:20700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1802 with read ROI [15700:20700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7171 with read ROI [15700:20700, 16368:20368, 108368:111944] (5000, 4000, 3576) and write ROI [15700:20700, 16368:20368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/403 with read ROI [15700:20700, 20368:24368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3315 with read ROI [15700:20700, 20368:24368, 72368:76368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1188 with read ROI [15700:20700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2348 with read ROI [15700:20700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1027 with read ROI [15700:20700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4553 with read ROI [15700:20700, 28368:32368, 76368:80368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/524 with read ROI [15700:20700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2093 with read ROI [15700:20700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2669 with read ROI [15700:20700, 32368:36368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/897 with read ROI [15700:20700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3357 with read ROI [15700:20700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7221 with read ROI [15700:20700, 36368:40368, 88368:92368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1865 with read ROI [15700:20700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5054 with read ROI [15700:20700, 40368:44368, 68368:72368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1648 with read ROI [15700:20700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4603 with read ROI [15700:20700, 44368:48368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2423 with read ROI [15700:20700, 48368:52368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9262 with read ROI [15700:20700, 48368:52368, 88368:92368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10783 with read ROI [15700:20700, 48368:52368, 96368:100368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1108 with read ROI [15700:20700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2439 with read ROI [15700:20700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5595 with read ROI [15700:20700, 52368:56368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1927 with read ROI [15700:20700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6701 with read ROI [15700:20700, 56368:60368, 64368:68368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2198 with read ROI [15700:20700, 60368:64368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 60368:64368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13418 with read ROI [15700:20700, 60368:64368, 96368:100368] (5000, 4000, 4000) and write ROI [15700:20700, 60368:64368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1733 with read ROI [15700:20700, 64368:68368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4688 with read ROI [15700:20700, 64368:68368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7333 with read ROI [15700:20700, 64368:68368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14383 with read ROI [15700:20700, 64368:68368, 96368:100368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3489 with read ROI [15700:20700, 68368:72368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6758 with read ROI [15700:20700, 68368:72368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14403 with read ROI [15700:20700, 68368:72368, 92368:96368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3159 with read ROI [15700:20700, 72368:76368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 72368:76368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8004 with read ROI [15700:20700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17530 with read ROI [15700:20700, 72368:76368, 100368:104368] (5000, 4000, 4000) and write ROI [15700:20700, 72368:76368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19834 with read ROI [15700:20700, 72368:76368, 108368:111944] (5000, 4000, 3576) and write ROI [15700:20700, 72368:76368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3532 with read ROI [15700:20700, 76368:80368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 76368:80368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14446 with read ROI [15700:20700, 76368:80368, 84368:88368] (5000, 4000, 4000) and write ROI [15700:20700, 76368:80368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7419 with read ROI [15700:20700, 80368:84368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 80368:84368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16494 with read ROI [15700:20700, 80368:84368, 88368:92368] (5000, 4000, 4000) and write ROI [15700:20700, 80368:84368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6848 with read ROI [15700:20700, 84368:88368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10183 with read ROI [15700:20700, 84368:88368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8098 with read ROI [15700:20700, 88368:92368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 88368:92368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10208 with read ROI [15700:20700, 88368:92368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 88368:92368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19981 with read ROI [15700:20700, 96368:100368, 84368:88368] (5000, 4000, 4000) and write ROI [15700:20700, 96368:100368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6393 with read ROI [15700:20700, 100368:103240, 16368:20368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 16368:20368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12750 with read ROI [15700:20700, 100368:103240, 52368:56368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 52368:56368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22509 with read ROI [15700:20700, 100368:103240, 88368:92368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 88368:92368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/49 with read ROI [20700:25700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/694 with read ROI [20700:25700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1785 with read ROI [20700:25700, 368:4368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3668 with read ROI [20700:25700, 368:4368, 92368:96368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/139 with read ROI [20700:25700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/835 with read ROI [20700:25700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2619 with read ROI [20700:25700, 4368:8368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6003 with read ROI [20700:25700, 4368:8368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 4368:8368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/705 with read ROI [20700:25700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3679 with read ROI [20700:25700, 8368:12368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/848 with read ROI [20700:25700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4092 with read ROI [20700:25700, 12368:16368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1009 with read ROI [20700:25700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4535 with read ROI [20700:25700, 16368:20368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1018 with read ROI [20700:25700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4544 with read ROI [20700:25700, 20368:24368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/279 with read ROI [20700:25700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1389 with read ROI [20700:25700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2984 with read ROI [20700:25700, 24368:28368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6604 with read ROI [20700:25700, 24368:28368, 92368:96368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7829 with read ROI [20700:25700, 24368:28368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8495 with read ROI [20700:25700, 24368:28368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/356 with read ROI [20700:25700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/525 with read ROI [20700:25700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1841 with read ROI [20700:25700, 28368:32368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4565 with read ROI [20700:25700, 28368:32368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1222 with read ROI [20700:25700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6066 with read ROI [20700:25700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3020 with read ROI [20700:25700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7865 with read ROI [20700:25700, 36368:40368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1439 with read ROI [20700:25700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4169 with read ROI [20700:25700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10769 with read ROI [20700:25700, 40368:44368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1454 with read ROI [20700:25700, 44368:48368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6669 with read ROI [20700:25700, 44368:48368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10784 with read ROI [20700:25700, 44368:48368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2164 with read ROI [20700:25700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9279 with read ROI [20700:25700, 48368:52368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1487 with read ROI [20700:25700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3811 with read ROI [20700:25700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9296 with read ROI [20700:25700, 52368:56368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4670 with read ROI [20700:25700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8611 with read ROI [20700:25700, 56368:60368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14365 with read ROI [20700:25700, 56368:60368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2494 with read ROI [20700:25700, 60368:64368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12535 with read ROI [20700:25700, 60368:64368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13438 with read ROI [20700:25700, 60368:64368, 92368:96368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3490 with read ROI [20700:25700, 64368:68368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10094 with read ROI [20700:25700, 64368:68368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2535 with read ROI [20700:25700, 68368:72368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6780 with read ROI [20700:25700, 68368:72368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14425 with read ROI [20700:25700, 68368:72368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17531 with read ROI [20700:25700, 68368:72368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2281 with read ROI [20700:25700, 72368:76368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3911 with read ROI [20700:25700, 72368:76368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8693 with read ROI [20700:25700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18681 with read ROI [20700:25700, 72368:76368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2580 with read ROI [20700:25700, 76368:80368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3205 with read ROI [20700:25700, 76368:80368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3934 with read ROI [20700:25700, 76368:80368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12621 with read ROI [20700:25700, 76368:80368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 72368:76368] (5000, 4000, 4000)
