start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10 with read ROI [700:5700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18959 with read ROI [35700:40700, 100368:103240, 60368:64368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 60368:64368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/36525 with read ROI [35700:40700, 100368:103240, 108368:111944] (5000, 2872, 3576) and write ROI [35700:40700, 100368:103240, 108368:111944] (5000, 2872, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/264 with read ROI [40700:45700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2969 with read ROI [40700:45700, 368:4368, 68368:72368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6028 with read ROI [40700:45700, 368:4368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/339 with read ROI [40700:45700, 4368:8368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3707 with read ROI [40700:45700, 4368:8368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6037 with read ROI [40700:45700, 4368:8368, 92368:96368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/879 with read ROI [40700:45700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2363 with read ROI [40700:45700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7203 with read ROI [40700:45700, 8368:12368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1043 with read ROI [40700:45700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3728 with read ROI [40700:45700, 12368:16368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9213 with read ROI [40700:45700, 12368:16368, 104368:108368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1626 with read ROI [40700:45700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7226 with read ROI [40700:45700, 16368:20368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1068 with read ROI [40700:45700, 20368:24368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4594 with read ROI [40700:45700, 20368:24368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9238 with read ROI [40700:45700, 20368:24368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10759 with read ROI [40700:45700, 20368:24368, 104368:108368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/673 with read ROI [40700:45700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1082 with read ROI [40700:45700, 24368:28368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3767 with read ROI [40700:45700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9252 with read ROI [40700:45700, 24368:28368, 92368:96368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11593 with read ROI [40700:45700, 24368:28368, 104368:108368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1268 with read ROI [40700:45700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3404 with read ROI [40700:45700, 28368:32368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8564 with read ROI [40700:45700, 28368:32368, 84368:88368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3069 with read ROI [40700:45700, 32368:36368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7284 with read ROI [40700:45700, 32368:36368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4221 with read ROI [40700:45700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8597 with read ROI [40700:45700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1319 with read ROI [40700:45700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3833 with read ROI [40700:45700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9318 with read ROI [40700:45700, 40368:44368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16394 with read ROI [40700:45700, 40368:44368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 40368:44368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3123 with read ROI [40700:45700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6743 with read ROI [40700:45700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2242 with read ROI [40700:45700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5178 with read ROI [40700:45700, 48368:52368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13462 with read ROI [40700:45700, 48368:52368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16433 with read ROI [40700:45700, 48368:52368, 100368:104368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3164 with read ROI [40700:45700, 52368:56368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10119 with read ROI [40700:45700, 52368:56368, 68368:72368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17535 with read ROI [40700:45700, 52368:56368, 100368:104368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5221 with read ROI [40700:45700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10921 with read ROI [40700:45700, 56368:60368, 68368:72368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17557 with read ROI [40700:45700, 56368:60368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3560 with read ROI [40700:45700, 60368:64368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8720 with read ROI [40700:45700, 60368:64368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17580 with read ROI [40700:45700, 60368:64368, 92368:96368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3233 with read ROI [40700:45700, 64368:68368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4368 with read ROI [40700:45700, 64368:68368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10968 with read ROI [40700:45700, 64368:68368, 60368:64368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19908 with read ROI [40700:45700, 64368:68368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7473 with read ROI [40700:45700, 68368:72368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16548 with read ROI [40700:45700, 68368:72368, 80368:84368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8129 with read ROI [40700:45700, 72368:76368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16574 with read ROI [40700:45700, 72368:76368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25163 with read ROI [40700:45700, 72368:76368, 104368:108368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7526 with read ROI [40700:45700, 76368:80368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21211 with read ROI [40700:45700, 76368:80368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26621 with read ROI [40700:45700, 76368:80368, 104368:108368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8184 with read ROI [40700:45700, 80368:84368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 80368:84368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21239 with read ROI [40700:45700, 80368:84368, 84368:88368] (5000, 4000, 4000) and write ROI [40700:45700, 80368:84368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6988 with read ROI [40700:45700, 84368:88368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 84368:88368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16658 with read ROI [40700:45700, 84368:88368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 84368:88368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9612 with read ROI [40700:45700, 88368:92368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 88368:92368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21298 with read ROI [40700:45700, 88368:92368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 88368:92368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8940 with read ROI [40700:45700, 92368:96368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 92368:96368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17800 with read ROI [40700:45700, 92368:96368, 60368:64368] (5000, 4000, 4000) and write ROI [40700:45700, 92368:96368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9675 with read ROI [40700:45700, 96368:100368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 96368:100368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20136 with read ROI [40700:45700, 96368:100368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 96368:100368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14759 with read ROI [40700:45700, 100368:103240, 40368:44368] (5000, 2872, 4000) and write ROI [40700:45700, 100368:103240, 40368:44368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23995 with read ROI [40700:45700, 100368:103240, 72368:76368] (5000, 2872, 4000) and write ROI [40700:45700, 100368:103240, 72368:76368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2414 with read ROI [45700:50700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5570 with read ROI [45700:50700, 20368:24368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2729 with read ROI [45700:50700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8565 with read ROI [45700:50700, 24368:28368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10789 with read ROI [45700:50700, 24368:28368, 96368:100368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11609 with read ROI [45700:50700, 24368:28368, 100368:104368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12470 with read ROI [45700:50700, 24368:28368, 104368:108368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13373 with read ROI [45700:50700, 24368:28368, 108368:111944] (5000, 4000, 3576) and write ROI [45700:50700, 24368:28368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/961 with read ROI [45700:50700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1114 with read ROI [45700:50700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1285 with read ROI [45700:50700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1475 with read ROI [45700:50700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1685 with read ROI [45700:50700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5105 with read ROI [45700:50700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11625 with read ROI [45700:50700, 28368:32368, 96368:100368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12486 with read ROI [45700:50700, 28368:32368, 100368:104368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13389 with read ROI [45700:50700, 28368:32368, 104368:108368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1131 with read ROI [45700:50700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1302 with read ROI [45700:50700, 32368:36368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1702 with read ROI [45700:50700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2462 with read ROI [45700:50700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5618 with read ROI [45700:50700, 32368:36368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3105 with read ROI [45700:50700, 36368:40368, 28368:32368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8616 with read ROI [45700:50700, 36368:40368, 72368:76368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3853 with read ROI [45700:50700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9338 with read ROI [45700:50700, 40368:44368, 72368:76368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3144 with read ROI [45700:50700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8655 with read ROI [45700:50700, 44368:48368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15399 with read ROI [45700:50700, 44368:48368, 96368:100368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16434 with read ROI [45700:50700, 44368:48368, 100368:104368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17515 with read ROI [45700:50700, 44368:48368, 104368:108368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18643 with read ROI [45700:50700, 44368:48368, 108368:111944] (5000, 4000, 3576) and write ROI [45700:50700, 44368:48368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2264 with read ROI [45700:50700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2540 with read ROI [45700:50700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3165 with read ROI [45700:50700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6785 with read ROI [45700:50700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12581 with read ROI [45700:50700, 48368:52368, 80368:84368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8032 with read ROI [45700:50700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16477 with read ROI [45700:50700, 52368:56368, 92368:96368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7425 with read ROI [45700:50700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16500 with read ROI [45700:50700, 56368:60368, 88368:92368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9448 with read ROI [45700:50700, 60368:64368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 60368:64368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16524 with read ROI [45700:50700, 60368:64368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 60368:64368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9473 with read ROI [45700:50700, 64368:68368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 64368:68368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18758 with read ROI [45700:50700, 64368:68368, 88368:92368] (5000, 4000, 4000) and write ROI [45700:50700, 64368:68368, 88368:92368] (5000, 4000, 4000)
