start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/35 with read ROI [700:5700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4129 with read ROI [15700:20700, 32368:36368, 68368:72368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/761 with read ROI [15700:20700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3735 with read ROI [15700:20700, 36368:40368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5537 with read ROI [15700:20700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1424 with read ROI [15700:20700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5550 with read ROI [15700:20700, 40368:44368, 72368:76368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1879 with read ROI [15700:20700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9988 with read ROI [15700:20700, 44368:48368, 96368:100368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/803 with read ROI [15700:20700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1263 with read ROI [15700:20700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4618 with read ROI [15700:20700, 48368:52368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10003 with read ROI [15700:20700, 48368:52368, 92368:96368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1910 with read ROI [15700:20700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9278 with read ROI [15700:20700, 52368:56368, 84368:88368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2456 with read ROI [15700:20700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6140 with read ROI [15700:20700, 56368:60368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10036 with read ROI [15700:20700, 56368:60368, 84368:88368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2474 with read ROI [15700:20700, 60368:64368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 60368:64368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6719 with read ROI [15700:20700, 60368:64368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 60368:64368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14364 with read ROI [15700:20700, 60368:64368, 100368:104368] (5000, 4000, 4000) and write ROI [15700:20700, 60368:64368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16389 with read ROI [15700:20700, 60368:64368, 108368:111944] (5000, 4000, 3576) and write ROI [15700:20700, 60368:64368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4253 with read ROI [15700:20700, 64368:68368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6738 with read ROI [15700:20700, 64368:68368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13437 with read ROI [15700:20700, 64368:68368, 92368:96368] (5000, 4000, 4000) and write ROI [15700:20700, 64368:68368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4708 with read ROI [15700:20700, 68368:72368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10093 with read ROI [15700:20700, 68368:72368, 72368:76368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13457 with read ROI [15700:20700, 68368:72368, 88368:92368] (5000, 4000, 4000) and write ROI [15700:20700, 68368:72368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5690 with read ROI [15700:20700, 72368:76368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 72368:76368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10894 with read ROI [15700:20700, 72368:76368, 72368:76368] (5000, 4000, 4000) and write ROI [15700:20700, 72368:76368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5216 with read ROI [15700:20700, 76368:80368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 76368:80368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12597 with read ROI [15700:20700, 76368:80368, 76368:80368] (5000, 4000, 4000) and write ROI [15700:20700, 76368:80368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5239 with read ROI [15700:20700, 80368:84368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 80368:84368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10159 with read ROI [15700:20700, 80368:84368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 80368:84368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5759 with read ROI [15700:20700, 84368:88368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13547 with read ROI [15700:20700, 84368:88368, 72368:76368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6873 with read ROI [15700:20700, 88368:92368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 88368:92368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11808 with read ROI [15700:20700, 88368:92368, 60368:64368] (5000, 4000, 4000) and write ROI [15700:20700, 88368:92368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/474 with read ROI [20700:25700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2944 with read ROI [20700:25700, 4368:8368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/190 with read ROI [20700:25700, 8368:12368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2049 with read ROI [20700:25700, 8368:12368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6570 with read ROI [20700:25700, 8368:12368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 8368:12368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/252 with read ROI [20700:25700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2056 with read ROI [20700:25700, 12368:16368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4527 with read ROI [20700:25700, 12368:16368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1370 with read ROI [20700:25700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3694 with read ROI [20700:25700, 16368:20368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/729 with read ROI [20700:25700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2649 with read ROI [20700:25700, 20368:24368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7819 with read ROI [20700:25700, 20368:24368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1028 with read ROI [20700:25700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2359 with read ROI [20700:25700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1610 with read ROI [20700:25700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6615 with read ROI [20700:25700, 28368:32368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/898 with read ROI [20700:25700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3358 with read ROI [20700:25700, 32368:36368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7222 with read ROI [20700:25700, 32368:36368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2395 with read ROI [20700:25700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6079 with read ROI [20700:25700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3763 with read ROI [20700:25700, 40368:44368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8545 with read ROI [20700:25700, 40368:44368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3400 with read ROI [20700:25700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7264 with read ROI [20700:25700, 44368:48368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13368 with read ROI [20700:25700, 44368:48368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 44368:48368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1470 with read ROI [20700:25700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4635 with read ROI [20700:25700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1297 with read ROI [20700:25700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3082 with read ROI [20700:25700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6702 with read ROI [20700:25700, 52368:56368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2475 with read ROI [20700:25700, 56368:60368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6159 with read ROI [20700:25700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13419 with read ROI [20700:25700, 56368:60368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1734 with read ROI [20700:25700, 60368:64368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4689 with read ROI [20700:25700, 60368:64368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7334 with read ROI [20700:25700, 60368:64368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14384 with read ROI [20700:25700, 60368:64368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1985 with read ROI [20700:25700, 64368:68368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4709 with read ROI [20700:25700, 64368:68368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8650 with read ROI [20700:25700, 64368:68368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18638 with read ROI [20700:25700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4295 with read ROI [20700:25700, 68368:72368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8005 with read ROI [20700:25700, 68368:72368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2857 with read ROI [20700:25700, 72368:76368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7397 with read ROI [20700:25700, 72368:76368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14447 with read ROI [20700:25700, 72368:76368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6264 with read ROI [20700:25700, 76368:80368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13524 with read ROI [20700:25700, 76368:80368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6288 with read ROI [20700:25700, 80368:84368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12645 with read ROI [20700:25700, 80368:84368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8765 with read ROI [20700:25700, 84368:88368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 84368:88368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12670 with read ROI [20700:25700, 84368:88368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 84368:88368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5811 with read ROI [20700:25700, 88368:92368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12696 with read ROI [20700:25700, 88368:92368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17651 with read ROI [20700:25700, 88368:92368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10262 with read ROI [20700:25700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21207 with read ROI [20700:25700, 92368:96368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2050 with read ROI [25700:30700, 4368:8368, 64368:68368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6571 with read ROI [25700:30700, 4368:8368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 4368:8368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/849 with read ROI [25700:30700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3309 with read ROI [25700:30700, 8368:12368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/161 with read ROI [25700:30700, 12368:16368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1181 with read ROI [25700:30700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5001 with read ROI [25700:30700, 12368:16368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1380 with read ROI [25700:30700, 16368:20368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3704 with read ROI [25700:30700, 16368:20368, 72368:76368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/515 with read ROI [25700:30700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3714 with read ROI [25700:30700, 20368:24368, 68368:72368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/887 with read ROI [25700:30700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2996 with read ROI [25700:30700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5031 with read ROI [25700:30700, 24368:28368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2683 with read ROI [25700:30700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5043 with read ROI [25700:30700, 28368:32368, 72368:76368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1426 with read ROI [25700:30700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5552 with read ROI [25700:30700, 32368:36368, 72368:76368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2134 with read ROI [25700:30700, 36368:40368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7250 with read ROI [25700:30700, 36368:40368, 80368:84368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2725 with read ROI [25700:30700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7265 with read ROI [25700:30700, 40368:44368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4636 with read ROI [25700:30700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2758 with read ROI [25700:30700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 28368:32368] (5000, 4000, 4000)
