start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/0 with read ROI [700:5700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4363 with read ROI [15700:20700, 84368:88368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14493 with read ROI [15700:20700, 84368:88368, 76368:80368] (5000, 4000, 4000) and write ROI [15700:20700, 84368:88368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6312 with read ROI [15700:20700, 88368:92368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 88368:92368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23780 with read ROI [15700:20700, 92368:96368, 100368:104368] (5000, 4000, 4000) and write ROI [15700:20700, 92368:96368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8151 with read ROI [15700:20700, 96368:100368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 96368:100368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12722 with read ROI [15700:20700, 96368:100368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 96368:100368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18805 with read ROI [15700:20700, 96368:100368, 80368:84368] (5000, 4000, 4000) and write ROI [15700:20700, 96368:100368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28101 with read ROI [15700:20700, 96368:100368, 108368:111944] (5000, 4000, 3576) and write ROI [15700:20700, 96368:100368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8179 with read ROI [15700:20700, 100368:103240, 28368:32368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 28368:32368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14599 with read ROI [15700:20700, 100368:103240, 60368:64368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 60368:64368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23835 with read ROI [15700:20700, 100368:103240, 92368:96368] (5000, 2872, 4000) and write ROI [15700:20700, 100368:103240, 92368:96368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/98 with read ROI [20700:25700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/469 with read ROI [20700:25700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2038 with read ROI [20700:25700, 368:4368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4974 with read ROI [20700:25700, 368:4368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/383 with read ROI [20700:25700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1559 with read ROI [20700:25700, 4368:8368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4979 with read ROI [20700:25700, 4368:8368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/389 with read ROI [20700:25700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1796 with read ROI [20700:25700, 8368:12368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4085 with read ROI [20700:25700, 8368:12368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/487 with read ROI [20700:25700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2957 with read ROI [20700:25700, 12368:16368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/404 with read ROI [20700:25700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2064 with read ROI [20700:25700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1379 with read ROI [20700:25700, 20368:24368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4109 with read ROI [20700:25700, 20368:24368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/514 with read ROI [20700:25700, 24368:28368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4119 with read ROI [20700:25700, 24368:28368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/750 with read ROI [20700:25700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6054 with read ROI [20700:25700, 28368:32368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2382 with read ROI [20700:25700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4577 with read ROI [20700:25700, 32368:36368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9962 with read ROI [20700:25700, 32368:36368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/655 with read ROI [20700:25700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1425 with read ROI [20700:25700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5055 with read ROI [20700:25700, 36368:40368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1880 with read ROI [20700:25700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5069 with read ROI [20700:25700, 40368:44368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/940 with read ROI [20700:25700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2148 with read ROI [20700:25700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7894 with read ROI [20700:25700, 44368:48368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12465 with read ROI [20700:25700, 44368:48368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1911 with read ROI [20700:25700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6124 with read ROI [20700:25700, 48368:52368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13384 with read ROI [20700:25700, 48368:52368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2457 with read ROI [20700:25700, 52368:56368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10037 with read ROI [20700:25700, 52368:56368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2775 with read ROI [20700:25700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7315 with read ROI [20700:25700, 56368:60368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16390 with read ROI [20700:25700, 56368:60368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 56368:60368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1965 with read ROI [20700:25700, 60368:64368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5650 with read ROI [20700:25700, 60368:64368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11674 with read ROI [20700:25700, 60368:64368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3868 with read ROI [20700:25700, 64368:68368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9353 with read ROI [20700:25700, 64368:68368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16429 with read ROI [20700:25700, 64368:68368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3889 with read ROI [20700:25700, 68368:72368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9374 with read ROI [20700:25700, 68368:72368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5713 with read ROI [20700:25700, 72368:76368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9396 with read ROI [20700:25700, 72368:76368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8050 with read ROI [20700:25700, 76368:80368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5760 with read ROI [20700:25700, 80368:84368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13548 with read ROI [20700:25700, 80368:84368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4824 with read ROI [20700:25700, 84368:88368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 84368:88368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17625 with read ROI [20700:25700, 84368:88368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 84368:88368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8791 with read ROI [20700:25700, 88368:92368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23781 with read ROI [20700:25700, 88368:92368, 100368:104368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4036 with read ROI [20700:25700, 92368:96368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4877 with read ROI [20700:25700, 92368:96368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5838 with read ROI [20700:25700, 92368:96368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7522 with read ROI [20700:25700, 92368:96368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12723 with read ROI [20700:25700, 92368:96368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17678 with read ROI [20700:25700, 92368:96368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17735 with read ROI [20700:25700, 100368:103240, 68368:72368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 68368:72368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29699 with read ROI [20700:25700, 100368:103240, 104368:108368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 104368:108368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/306 with read ROI [25700:30700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1350 with read ROI [25700:30700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4080 with read ROI [25700:30700, 368:4368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/191 with read ROI [25700:30700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1356 with read ROI [25700:30700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4086 with read ROI [25700:30700, 4368:8368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/319 with read ROI [25700:30700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2057 with read ROI [25700:30700, 8368:12368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6017 with read ROI [25700:30700, 8368:12368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/601 with read ROI [25700:30700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3695 with read ROI [25700:30700, 12368:16368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1190 with read ROI [25700:30700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5010 with read ROI [25700:30700, 16368:20368, 84368:88368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7820 with read ROI [25700:30700, 16368:20368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1390 with read ROI [25700:30700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4555 with read ROI [25700:30700, 20368:24368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1401 with read ROI [25700:30700, 24368:28368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3725 with read ROI [25700:30700, 24368:28368, 64368:68368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1413 with read ROI [25700:30700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3737 with read ROI [25700:30700, 28368:32368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/912 with read ROI [25700:30700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4156 with read ROI [25700:30700, 32368:36368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1079 with read ROI [25700:30700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5070 with read ROI [25700:30700, 36368:40368, 64368:68368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2149 with read ROI [25700:30700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6670 with read ROI [25700:30700, 40368:44368, 72368:76368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9264 with read ROI [25700:30700, 40368:44368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3066 with read ROI [25700:30700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10021 with read ROI [25700:30700, 44368:48368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4218 with read ROI [25700:30700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10818 with read ROI [25700:30700, 48368:52368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4671 with read ROI [25700:30700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9315 with read ROI [25700:30700, 52368:56368, 76368:80368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3120 with read ROI [25700:30700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7965 with read ROI [25700:30700, 56368:60368, 64368:68368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1755 with read ROI [25700:30700, 60368:64368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 60368:64368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5671 with read ROI [25700:30700, 60368:64368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 60368:64368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13459 with read ROI [25700:30700, 60368:64368, 88368:92368] (5000, 4000, 4000) and write ROI [25700:30700, 60368:64368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4296 with read ROI [25700:30700, 64368:68368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 64368:68368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8672 with read ROI [25700:30700, 64368:68368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 64368:68368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15416 with read ROI [25700:30700, 64368:68368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 64368:68368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16451 with read ROI [25700:30700, 64368:68368, 96368:100368] (5000, 4000, 4000) and write ROI [25700:30700, 64368:68368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17532 with read ROI [25700:30700, 64368:68368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 64368:68368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19836 with read ROI [25700:30700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2282 with read ROI [25700:30700, 68368:72368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 68368:72368, 368:4368] (5000, 4000, 4000)
