start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/165 with read ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1282 with read ROI [30700:35700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1913 with read ROI [30700:35700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5598 with read ROI [30700:35700, 40368:44368, 60368:64368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12483 with read ROI [30700:35700, 40368:44368, 100368:104368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1128 with read ROI [30700:35700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1489 with read ROI [30700:35700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2183 with read ROI [30700:35700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6143 with read ROI [30700:35700, 44368:48368, 60368:64368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15339 with read ROI [30700:35700, 44368:48368, 108368:111944] (5000, 4000, 3576) and write ROI [30700:35700, 44368:48368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2777 with read ROI [30700:35700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9316 with read ROI [30700:35700, 48368:52368, 76368:80368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1526 with read ROI [30700:35700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3472 with read ROI [30700:35700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12537 with read ROI [30700:35700, 52368:56368, 88368:92368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15376 with read ROI [30700:35700, 52368:56368, 100368:104368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3492 with read ROI [30700:35700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12557 with read ROI [30700:35700, 56368:60368, 84368:88368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5197 with read ROI [30700:35700, 60368:64368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12578 with read ROI [30700:35700, 60368:64368, 80368:84368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6243 with read ROI [30700:35700, 64368:68368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 64368:68368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10139 with read ROI [30700:35700, 64368:68368, 64368:68368] (5000, 4000, 4000) and write ROI [30700:35700, 64368:68368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17555 with read ROI [30700:35700, 64368:68368, 96368:100368] (5000, 4000, 4000) and write ROI [30700:35700, 64368:68368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2882 with read ROI [30700:35700, 68368:72368, 4368:8368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3936 with read ROI [30700:35700, 68368:72368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12623 with read ROI [30700:35700, 68368:72368, 72368:76368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8076 with read ROI [30700:35700, 72368:76368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 72368:76368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11786 with read ROI [30700:35700, 72368:76368, 64368:68368] (5000, 4000, 4000) and write ROI [30700:35700, 72368:76368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4391 with read ROI [30700:35700, 76368:80368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 76368:80368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10211 with read ROI [30700:35700, 76368:80368, 52368:56368] (5000, 4000, 4000) and write ROI [30700:35700, 76368:80368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21156 with read ROI [30700:35700, 76368:80368, 96368:100368] (5000, 4000, 4000) and write ROI [30700:35700, 76368:80368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8793 with read ROI [30700:35700, 80368:84368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 80368:84368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11837 with read ROI [30700:35700, 80368:84368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 80368:84368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4444 with read ROI [30700:35700, 84368:88368, 4368:8368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5840 with read ROI [30700:35700, 84368:88368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18808 with read ROI [30700:35700, 84368:88368, 80368:84368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22484 with read ROI [30700:35700, 84368:88368, 92368:96368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6957 with read ROI [30700:35700, 88368:92368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 88368:92368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20012 with read ROI [30700:35700, 88368:92368, 80368:84368] (5000, 4000, 4000) and write ROI [30700:35700, 88368:92368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8211 with read ROI [30700:35700, 92368:96368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 92368:96368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22541 with read ROI [30700:35700, 92368:96368, 84368:88368] (5000, 4000, 4000) and write ROI [30700:35700, 92368:96368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8241 with read ROI [30700:35700, 96368:100368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 96368:100368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23897 with read ROI [30700:35700, 96368:100368, 84368:88368] (5000, 4000, 4000) and write ROI [30700:35700, 96368:100368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/32980 with read ROI [30700:35700, 96368:100368, 108368:111944] (5000, 4000, 3576) and write ROI [30700:35700, 96368:100368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10382 with read ROI [30700:35700, 100368:103240, 28368:32368] (5000, 2872, 4000) and write ROI [30700:35700, 100368:103240, 28368:32368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20102 with read ROI [30700:35700, 100368:103240, 68368:72368] (5000, 2872, 4000) and write ROI [30700:35700, 100368:103240, 68368:72368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31358 with read ROI [30700:35700, 100368:103240, 100368:104368] (5000, 2872, 4000) and write ROI [30700:35700, 100368:103240, 100368:104368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/155 with read ROI [35700:40700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/399 with read ROI [35700:40700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1575 with read ROI [35700:40700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3311 with read ROI [35700:40700, 368:4368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4530 with read ROI [35700:40700, 368:4368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/407 with read ROI [35700:40700, 4368:8368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1583 with read ROI [35700:40700, 4368:8368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4538 with read ROI [35700:40700, 4368:8368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/272 with read ROI [35700:40700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1382 with read ROI [35700:40700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3706 with read ROI [35700:40700, 8368:12368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7822 with read ROI [35700:40700, 8368:12368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/878 with read ROI [35700:40700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2987 with read ROI [35700:40700, 12368:16368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7202 with read ROI [35700:40700, 12368:16368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/753 with read ROI [35700:40700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3349 with read ROI [35700:40700, 16368:20368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8509 with read ROI [35700:40700, 16368:20368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/765 with read ROI [35700:40700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3010 with read ROI [35700:40700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7225 with read ROI [35700:40700, 20368:24368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3023 with read ROI [35700:40700, 24368:28368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8534 with read ROI [35700:40700, 24368:28368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9978 with read ROI [35700:40700, 24368:28368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/792 with read ROI [35700:40700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1442 with read ROI [35700:40700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5568 with read ROI [35700:40700, 28368:32368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9251 with read ROI [35700:40700, 28368:32368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2427 with read ROI [35700:40700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6672 with read ROI [35700:40700, 32368:36368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2743 with read ROI [35700:40700, 36368:40368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7283 with read ROI [35700:40700, 36368:40368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3436 with read ROI [35700:40700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9299 with read ROI [35700:40700, 40368:44368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1318 with read ROI [35700:40700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2478 with read ROI [35700:40700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6723 with read ROI [35700:40700, 44368:48368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5653 with read ROI [35700:40700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8633 with read ROI [35700:40700, 48368:52368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1757 with read ROI [35700:40700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3493 with read ROI [35700:40700, 52368:56368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7987 with read ROI [35700:40700, 52368:56368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2838 with read ROI [35700:40700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7378 with read ROI [35700:40700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15418 with read ROI [35700:40700, 56368:60368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17534 with read ROI [35700:40700, 56368:60368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4320 with read ROI [35700:40700, 60368:64368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11740 with read ROI [35700:40700, 60368:64368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21085 with read ROI [35700:40700, 60368:64368, 108368:111944] (5000, 4000, 3576) and write ROI [35700:40700, 60368:64368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3208 with read ROI [35700:40700, 64368:68368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8053 with read ROI [35700:40700, 64368:68368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16498 with read ROI [35700:40700, 64368:68368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3232 with read ROI [35700:40700, 68368:72368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3583 with read ROI [35700:40700, 68368:72368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7447 with read ROI [35700:40700, 68368:72368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14497 with read ROI [35700:40700, 68368:72368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4392 with read ROI [35700:40700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10212 with read ROI [35700:40700, 72368:76368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19932 with read ROI [35700:40700, 72368:76368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21157 with read ROI [35700:40700, 72368:76368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23758 with read ROI [35700:40700, 72368:76368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6903 with read ROI [35700:40700, 76368:80368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18782 with read ROI [35700:40700, 76368:80368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23784 with read ROI [35700:40700, 76368:80368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6930 with read ROI [35700:40700, 80368:84368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18809 with read ROI [35700:40700, 80368:84368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8849 with read ROI [35700:40700, 84368:88368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16628 with read ROI [35700:40700, 84368:88368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25217 with read ROI [35700:40700, 84368:88368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9581 with read ROI [35700:40700, 88368:92368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15622 with read ROI [35700:40700, 88368:92368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26677 with read ROI [35700:40700, 88368:92368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12813 with read ROI [35700:40700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18896 with read ROI [35700:40700, 92368:96368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 68368:72368] (5000, 4000, 4000)
