start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/84 with read ROI [700:5700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2642 with read ROI [30700:35700, 8368:12368, 64368:68368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6587 with read ROI [30700:35700, 8368:12368, 100368:104368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/731 with read ROI [30700:35700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2651 with read ROI [30700:35700, 12368:16368, 60368:64368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6596 with read ROI [30700:35700, 12368:16368, 96368:100368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/516 with read ROI [30700:35700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2661 with read ROI [30700:35700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/436 with read ROI [30700:35700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1402 with read ROI [30700:35700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5528 with read ROI [30700:35700, 20368:24368, 80368:84368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/448 with read ROI [30700:35700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/900 with read ROI [30700:35700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7224 with read ROI [30700:35700, 24368:28368, 88368:92368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1868 with read ROI [30700:35700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6642 with read ROI [30700:35700, 28368:32368, 80368:84368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3036 with read ROI [30700:35700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5567 with read ROI [30700:35700, 32368:36368, 68368:72368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9991 with read ROI [30700:35700, 32368:36368, 96368:100368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1456 with read ROI [30700:35700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4621 with read ROI [30700:35700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8562 with read ROI [30700:35700, 36368:40368, 84368:88368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3067 with read ROI [30700:35700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5102 with read ROI [30700:35700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3435 with read ROI [30700:35700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7929 with read ROI [30700:35700, 44368:48368, 72368:76368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1948 with read ROI [30700:35700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6722 with read ROI [30700:35700, 48368:52368, 60368:64368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2220 with read ROI [30700:35700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6741 with read ROI [30700:35700, 52368:56368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16411 with read ROI [30700:35700, 52368:56368, 104368:108368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3141 with read ROI [30700:35700, 56368:60368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14406 with read ROI [30700:35700, 56368:60368, 92368:96368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17512 with read ROI [30700:35700, 56368:60368, 104368:108368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2008 with read ROI [30700:35700, 60368:64368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2537 with read ROI [30700:35700, 60368:64368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3162 with read ROI [30700:35700, 60368:64368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8673 with read ROI [30700:35700, 60368:64368, 60368:64368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15417 with read ROI [30700:35700, 60368:64368, 92368:96368] (5000, 4000, 4000) and write ROI [30700:35700, 60368:64368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6804 with read ROI [30700:35700, 64368:68368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 64368:68368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10919 with read ROI [30700:35700, 64368:68368, 68368:72368] (5000, 4000, 4000) and write ROI [30700:35700, 64368:68368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6266 with read ROI [30700:35700, 68368:72368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15462 with read ROI [30700:35700, 68368:72368, 84368:88368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21107 with read ROI [30700:35700, 68368:72368, 104368:108368] (5000, 4000, 4000) and write ROI [30700:35700, 68368:72368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3960 with read ROI [30700:35700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10186 with read ROI [30700:35700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23732 with read ROI [30700:35700, 72368:76368, 108368:111944] (5000, 4000, 3576) and write ROI [30700:35700, 72368:76368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6876 with read ROI [30700:35700, 76368:80368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 76368:80368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13575 with read ROI [30700:35700, 76368:80368, 68368:72368] (5000, 4000, 4000) and write ROI [30700:35700, 76368:80368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3633 with read ROI [30700:35700, 80368:84368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 80368:84368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5813 with read ROI [30700:35700, 80368:84368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 80368:84368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19957 with read ROI [30700:35700, 80368:84368, 88368:92368] (5000, 4000, 4000) and write ROI [30700:35700, 80368:84368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10264 with read ROI [30700:35700, 84368:88368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16599 with read ROI [30700:35700, 84368:88368, 72368:76368] (5000, 4000, 4000) and write ROI [30700:35700, 84368:88368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9551 with read ROI [30700:35700, 88368:92368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 88368:92368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15592 with read ROI [30700:35700, 88368:92368, 64368:68368] (5000, 4000, 4000) and write ROI [30700:35700, 88368:92368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11921 with read ROI [30700:35700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20041 with read ROI [30700:35700, 92368:96368, 76368:80368] (5000, 4000, 4000) and write ROI [30700:35700, 92368:96368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9610 with read ROI [30700:35700, 96368:100368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 96368:100368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21296 with read ROI [30700:35700, 96368:100368, 76368:80368] (5000, 4000, 4000) and write ROI [30700:35700, 96368:100368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26706 with read ROI [30700:35700, 96368:100368, 92368:96368] (5000, 4000, 4000) and write ROI [30700:35700, 96368:100368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1031 with read ROI [35700:40700, 12368:16368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6046 with read ROI [35700:40700, 12368:16368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/528 with read ROI [35700:40700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1844 with read ROI [35700:40700, 16368:20368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3727 with read ROI [35700:40700, 16368:20368, 64368:68368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6057 with read ROI [35700:40700, 16368:20368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1856 with read ROI [35700:40700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6069 with read ROI [35700:40700, 20368:24368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1869 with read ROI [35700:40700, 24368:28368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6082 with read ROI [35700:40700, 24368:28368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2136 with read ROI [35700:40700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7882 with read ROI [35700:40700, 28368:32368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2727 with read ROI [35700:40700, 32368:36368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7897 with read ROI [35700:40700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5103 with read ROI [35700:40700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10803 with read ROI [35700:40700, 36368:40368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2760 with read ROI [35700:40700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7930 with read ROI [35700:40700, 40368:44368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3454 with read ROI [35700:40700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10058 with read ROI [35700:40700, 44368:48368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14368 with read ROI [35700:40700, 44368:48368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2221 with read ROI [35700:40700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6181 with read ROI [35700:40700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13441 with read ROI [35700:40700, 48368:52368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1988 with read ROI [35700:40700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3142 with read ROI [35700:40700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10877 with read ROI [35700:40700, 52368:56368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2262 with read ROI [35700:40700, 56368:60368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4298 with read ROI [35700:40700, 56368:60368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10898 with read ROI [35700:40700, 56368:60368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19838 with read ROI [35700:40700, 56368:60368, 108368:111944] (5000, 4000, 3576) and write ROI [35700:40700, 56368:60368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4755 with read ROI [35700:40700, 60368:64368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10920 with read ROI [35700:40700, 60368:64368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4343 with read ROI [35700:40700, 64368:68368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10163 with read ROI [35700:40700, 64368:68368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22383 with read ROI [35700:40700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [35700:40700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3961 with read ROI [35700:40700, 68368:72368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9446 with read ROI [35700:40700, 68368:72368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18731 with read ROI [35700:40700, 68368:72368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22407 with read ROI [35700:40700, 68368:72368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5292 with read ROI [35700:40700, 72368:76368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14522 with read ROI [35700:40700, 72368:76368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5814 with read ROI [35700:40700, 76368:80368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17654 with read ROI [35700:40700, 76368:80368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4039 with read ROI [35700:40700, 80368:84368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8155 with read ROI [35700:40700, 80368:84368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13629 with read ROI [35700:40700, 80368:84368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7553 with read ROI [35700:40700, 84368:88368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14603 with read ROI [35700:40700, 84368:88368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28133 with read ROI [35700:40700, 84368:88368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8878 with read ROI [35700:40700, 88368:92368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21267 with read ROI [35700:40700, 88368:92368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7017 with read ROI [35700:40700, 92368:96368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14662 with read ROI [35700:40700, 92368:96368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26707 with read ROI [35700:40700, 92368:96368, 92368:96368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8939 with read ROI [35700:40700, 96368:100368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18927 with read ROI [35700:40700, 96368:100368, 64368:68368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33012 with read ROI [35700:40700, 96368:100368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8305 with read ROI [35700:40700, 100368:103240, 12368:16368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 12368:16368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16750 with read ROI [35700:40700, 100368:103240, 52368:56368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 52368:56368] (5000, 2872, 4000)
