start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20 with read ROI [700:5700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7988 with read ROI [40700:45700, 48368:52368, 60368:64368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18642 with read ROI [40700:45700, 48368:52368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 48368:52368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4299 with read ROI [40700:45700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11719 with read ROI [40700:45700, 52368:56368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3186 with read ROI [40700:45700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8031 with read ROI [40700:45700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16476 with read ROI [40700:45700, 56368:60368, 92368:96368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5740 with read ROI [40700:45700, 60368:64368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10164 with read ROI [40700:45700, 60368:64368, 60368:64368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19884 with read ROI [40700:45700, 60368:64368, 100368:104368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4803 with read ROI [40700:45700, 64368:68368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11788 with read ROI [40700:45700, 64368:68368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8103 with read ROI [40700:45700, 68368:72368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12674 with read ROI [40700:45700, 68368:72368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4854 with read ROI [40700:45700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11019 with read ROI [40700:45700, 72368:76368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19959 with read ROI [40700:45700, 72368:76368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4446 with read ROI [40700:45700, 76368:80368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8822 with read ROI [40700:45700, 76368:80368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19986 with read ROI [40700:45700, 76368:80368, 84368:88368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5870 with read ROI [40700:45700, 80368:84368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 80368:84368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12755 with read ROI [40700:45700, 80368:84368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 80368:84368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17710 with read ROI [40700:45700, 80368:84368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 80368:84368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9582 with read ROI [40700:45700, 84368:88368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 84368:88368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18867 with read ROI [40700:45700, 84368:88368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 84368:88368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10353 with read ROI [40700:45700, 88368:92368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 88368:92368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20073 with read ROI [40700:45700, 88368:92368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 88368:92368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12845 with read ROI [40700:45700, 92368:96368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 92368:96368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26739 with read ROI [40700:45700, 92368:96368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 92368:96368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15716 with read ROI [40700:45700, 96368:100368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 96368:100368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28256 with read ROI [40700:45700, 96368:100368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 96368:100368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21394 with read ROI [40700:45700, 100368:103240, 64368:68368] (5000, 2872, 4000) and write ROI [40700:45700, 100368:103240, 64368:68368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1405 with read ROI [45700:50700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2675 with read ROI [45700:50700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4135 with read ROI [45700:50700, 8368:12368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6059 with read ROI [45700:50700, 8368:12368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8511 with read ROI [45700:50700, 8368:12368, 100368:104368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/542 with read ROI [45700:50700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/903 with read ROI [45700:50700, 12368:16368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1858 with read ROI [45700:50700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3012 with read ROI [45700:50700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4582 with read ROI [45700:50700, 12368:16368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6632 with read ROI [45700:50700, 12368:16368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9226 with read ROI [45700:50700, 12368:16368, 100368:104368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/660 with read ROI [45700:50700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1430 with read ROI [45700:50700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3025 with read ROI [45700:50700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4160 with read ROI [45700:50700, 16368:20368, 60368:64368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6084 with read ROI [45700:50700, 16368:20368, 76368:80368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9239 with read ROI [45700:50700, 16368:20368, 96368:100368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/674 with read ROI [45700:50700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1654 with read ROI [45700:50700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5074 with read ROI [45700:50700, 20368:24368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1669 with read ROI [45700:50700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6113 with read ROI [45700:50700, 24368:28368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2169 with read ROI [45700:50700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6129 with read ROI [45700:50700, 28368:32368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14335 with read ROI [45700:50700, 28368:32368, 108368:111944] (5000, 4000, 3576) and write ROI [45700:50700, 28368:32368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1492 with read ROI [45700:50700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1933 with read ROI [45700:50700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6707 with read ROI [45700:50700, 32368:36368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2780 with read ROI [45700:50700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7950 with read ROI [45700:50700, 36368:40368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3124 with read ROI [45700:50700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7969 with read ROI [45700:50700, 40368:44368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5675 with read ROI [45700:50700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12560 with read ROI [45700:50700, 44368:48368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6224 with read ROI [45700:50700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15420 with read ROI [45700:50700, 48368:52368, 92368:96368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6807 with read ROI [45700:50700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13506 with read ROI [45700:50700, 52368:56368, 80368:84368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6830 with read ROI [45700:50700, 56368:60368, 40368:44368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14475 with read ROI [45700:50700, 56368:60368, 80368:84368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6293 with read ROI [45700:50700, 60368:64368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 60368:64368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11789 with read ROI [45700:50700, 60368:64368, 64368:68368] (5000, 4000, 4000) and write ROI [45700:50700, 60368:64368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5790 with read ROI [45700:50700, 64368:68368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 64368:68368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14524 with read ROI [45700:50700, 64368:68368, 72368:76368] (5000, 4000, 4000) and write ROI [45700:50700, 64368:68368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8796 with read ROI [45700:50700, 68368:72368, 40368:44368] (5000, 4000, 4000) and write ROI [45700:50700, 68368:72368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17656 with read ROI [45700:50700, 68368:72368, 80368:84368] (5000, 4000, 4000) and write ROI [45700:50700, 68368:72368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11867 with read ROI [45700:50700, 72368:76368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 72368:76368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19987 with read ROI [45700:50700, 72368:76368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 72368:76368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8851 with read ROI [45700:50700, 76368:80368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 76368:80368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17711 with read ROI [45700:50700, 76368:80368, 72368:76368] (5000, 4000, 4000) and write ROI [45700:50700, 76368:80368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11104 with read ROI [45700:50700, 80368:84368, 40368:44368] (5000, 4000, 4000) and write ROI [45700:50700, 80368:84368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22544 with read ROI [45700:50700, 80368:84368, 84368:88368] (5000, 4000, 4000) and write ROI [45700:50700, 80368:84368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10354 with read ROI [45700:50700, 84368:88368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 84368:88368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21299 with read ROI [45700:50700, 84368:88368, 76368:80368] (5000, 4000, 4000) and write ROI [45700:50700, 84368:88368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13749 with read ROI [45700:50700, 88368:92368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 88368:92368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21330 with read ROI [45700:50700, 88368:92368, 72368:76368] (5000, 4000, 4000) and write ROI [45700:50700, 88368:92368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14727 with read ROI [45700:50700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21362 with read ROI [45700:50700, 92368:96368, 68368:72368] (5000, 4000, 4000) and write ROI [45700:50700, 92368:96368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13814 with read ROI [45700:50700, 96368:100368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 96368:100368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25374 with read ROI [45700:50700, 96368:100368, 76368:80368] (5000, 4000, 4000) and write ROI [45700:50700, 96368:100368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/24030 with read ROI [45700:50700, 100368:103240, 68368:72368] (5000, 2872, 4000) and write ROI [45700:50700, 100368:103240, 68368:72368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2365 with read ROI [50700:55700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3719 with read ROI [50700:55700, 368:4368, 68368:72368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5025 with read ROI [50700:55700, 368:4368, 80368:84368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6610 with read ROI [50700:55700, 368:4368, 92368:96368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8501 with read ROI [50700:55700, 368:4368, 104368:108368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9204 with read ROI [50700:55700, 368:4368, 108368:111944] (5000, 4000, 3576) and write ROI [50700:55700, 368:4368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/531 with read ROI [50700:55700, 4368:8368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1045 with read ROI [50700:55700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1847 with read ROI [50700:55700, 4368:8368, 40368:44368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3001 with read ROI [50700:55700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4571 with read ROI [50700:55700, 4368:8368, 72368:76368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6621 with read ROI [50700:55700, 4368:8368, 88368:92368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9215 with read ROI [50700:55700, 4368:8368, 104368:108368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/648 with read ROI [50700:55700, 8368:12368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1228 with read ROI [50700:55700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2388 with read ROI [50700:55700, 8368:12368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3742 with read ROI [50700:55700, 8368:12368, 60368:64368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5544 with read ROI [50700:55700, 8368:12368, 76368:80368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8524 with read ROI [50700:55700, 8368:12368, 96368:100368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/661 with read ROI [50700:55700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1641 with read ROI [50700:55700, 12368:16368, 28368:32368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3026 with read ROI [50700:55700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5061 with read ROI [50700:55700, 12368:16368, 68368:72368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7871 with read ROI [50700:55700, 12368:16368, 88368:92368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11581 with read ROI [50700:55700, 12368:16368, 108368:111944] (5000, 4000, 3576) and write ROI [50700:55700, 12368:16368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/931 with read ROI [50700:55700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 16368:20368, 8368:12368] (5000, 4000, 4000)
