start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/120 with read ROI [700:5700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2968 with read ROI [35700:40700, 4368:8368, 68368:72368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7183 with read ROI [35700:40700, 4368:8368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/612 with read ROI [35700:40700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2076 with read ROI [35700:40700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5508 with read ROI [35700:40700, 8368:12368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/426 with read ROI [35700:40700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2362 with read ROI [35700:40700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5518 with read ROI [35700:40700, 12368:16368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9201 with read ROI [35700:40700, 12368:16368, 108368:111944] (5000, 4000, 3576) and write ROI [35700:40700, 12368:16368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1403 with read ROI [35700:40700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4568 with read ROI [35700:40700, 16368:20368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/449 with read ROI [35700:40700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1225 with read ROI [35700:40700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3739 with read ROI [35700:40700, 20368:24368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2698 with read ROI [35700:40700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7238 with read ROI [35700:40700, 24368:28368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/672 with read ROI [35700:40700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/928 with read ROI [35700:40700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1883 with read ROI [35700:40700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4172 with read ROI [35700:40700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1667 with read ROI [35700:40700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5087 with read ROI [35700:40700, 32368:36368, 60368:64368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8563 with read ROI [35700:40700, 32368:36368, 84368:88368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4638 with read ROI [35700:40700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11623 with read ROI [35700:40700, 36368:40368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12484 with read ROI [35700:40700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13387 with read ROI [35700:40700, 36368:40368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14333 with read ROI [35700:40700, 36368:40368, 108368:111944] (5000, 4000, 3576) and write ROI [35700:40700, 36368:40368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1129 with read ROI [35700:40700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1300 with read ROI [35700:40700, 40368:44368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1490 with read ROI [35700:40700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1700 with read ROI [35700:40700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2460 with read ROI [35700:40700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8596 with read ROI [35700:40700, 40368:44368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3832 with read ROI [35700:40700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7318 with read ROI [35700:40700, 44368:48368, 64368:68368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5157 with read ROI [35700:40700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10857 with read ROI [35700:40700, 48368:52368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6201 with read ROI [35700:40700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13461 with read ROI [35700:40700, 52368:56368, 88368:92368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2009 with read ROI [35700:40700, 56368:60368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4733 with read ROI [35700:40700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12579 with read ROI [35700:40700, 56368:60368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3536 with read ROI [35700:40700, 60368:64368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8696 with read ROI [35700:40700, 60368:64368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 60368:64368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5739 with read ROI [35700:40700, 64368:68368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14473 with read ROI [35700:40700, 64368:68368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 64368:68368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8077 with read ROI [35700:40700, 68368:72368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13551 with read ROI [35700:40700, 68368:72368, 72368:76368] (5000, 4000, 4000) and write ROI [35700:40700, 68368:72368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9471 with read ROI [35700:40700, 72368:76368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16547 with read ROI [35700:40700, 72368:76368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 72368:76368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3634 with read ROI [35700:40700, 76368:80368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9497 with read ROI [35700:40700, 76368:80368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11838 with read ROI [35700:40700, 76368:80368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 76368:80368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5841 with read ROI [35700:40700, 80368:84368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12726 with read ROI [35700:40700, 80368:84368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 80368:84368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8183 with read ROI [35700:40700, 84368:88368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20013 with read ROI [35700:40700, 84368:88368, 80368:84368] (5000, 4000, 4000) and write ROI [35700:40700, 84368:88368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11102 with read ROI [35700:40700, 88368:92368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20042 with read ROI [35700:40700, 88368:92368, 76368:80368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29702 with read ROI [35700:40700, 88368:92368, 104368:108368] (5000, 4000, 4000) and write ROI [35700:40700, 88368:92368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9611 with read ROI [35700:40700, 92368:96368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17768 with read ROI [35700:40700, 92368:96368, 64368:68368] (5000, 4000, 4000) and write ROI [35700:40700, 92368:96368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8273 with read ROI [35700:40700, 96368:100368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16718 with read ROI [35700:40700, 96368:100368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29763 with read ROI [35700:40700, 96368:100368, 96368:100368] (5000, 4000, 4000) and write ROI [35700:40700, 96368:100368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9674 with read ROI [35700:40700, 100368:103240, 20368:24368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 20368:24368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21360 with read ROI [35700:40700, 100368:103240, 68368:72368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 68368:72368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29795 with read ROI [35700:40700, 100368:103240, 92368:96368] (5000, 2872, 4000) and write ROI [35700:40700, 100368:103240, 92368:96368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/860 with read ROI [40700:45700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3320 with read ROI [40700:45700, 368:4368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6589 with read ROI [40700:45700, 368:4368, 100368:104368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/273 with read ROI [40700:45700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4113 with read ROI [40700:45700, 4368:8368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8489 with read ROI [40700:45700, 4368:8368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 4368:8368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1603 with read ROI [40700:45700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5023 with read ROI [40700:45700, 8368:12368, 80368:84368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/438 with read ROI [40700:45700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2098 with read ROI [40700:45700, 12368:16368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5530 with read ROI [40700:45700, 12368:16368, 80368:84368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9954 with read ROI [40700:45700, 12368:16368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 12368:16368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1857 with read ROI [40700:45700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4146 with read ROI [40700:45700, 16368:20368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10746 with read ROI [40700:45700, 16368:20368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 16368:20368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2123 with read ROI [40700:45700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3753 with read ROI [40700:45700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1884 with read ROI [40700:45700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6658 with read ROI [40700:45700, 24368:28368, 76368:80368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/808 with read ROI [40700:45700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1899 with read ROI [40700:45700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5584 with read ROI [40700:45700, 28368:32368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/960 with read ROI [40700:45700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2744 with read ROI [40700:45700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8580 with read ROI [40700:45700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3437 with read ROI [40700:45700, 36368:40368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9300 with read ROI [40700:45700, 36368:40368, 80368:84368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13405 with read ROI [40700:45700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3455 with read ROI [40700:45700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8615 with read ROI [40700:45700, 40368:44368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1969 with read ROI [40700:45700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5158 with read ROI [40700:45700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12539 with read ROI [40700:45700, 44368:48368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14388 with read ROI [40700:45700, 44368:48368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6202 with read ROI [40700:45700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8654 with read ROI [40700:45700, 48368:52368, 64368:68368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15398 with read ROI [40700:45700, 48368:52368, 96368:100368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5199 with read ROI [40700:45700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14429 with read ROI [40700:45700, 52368:56368, 88368:92368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3915 with read ROI [40700:45700, 56368:60368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11741 with read ROI [40700:45700, 56368:60368, 72368:76368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4344 with read ROI [40700:45700, 60368:64368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9423 with read ROI [40700:45700, 60368:64368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 60368:64368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3584 with read ROI [40700:45700, 64368:68368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7448 with read ROI [40700:45700, 64368:68368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12649 with read ROI [40700:45700, 64368:68368, 68368:72368] (5000, 4000, 4000) and write ROI [40700:45700, 64368:68368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23734 with read ROI [40700:45700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [40700:45700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6317 with read ROI [40700:45700, 68368:72368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10993 with read ROI [40700:45700, 68368:72368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 68368:72368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8795 with read ROI [40700:45700, 72368:76368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12700 with read ROI [40700:45700, 72368:76368, 60368:64368] (5000, 4000, 4000) and write ROI [40700:45700, 72368:76368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5346 with read ROI [40700:45700, 76368:80368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 76368:80368, 12368:16368] (5000, 4000, 4000)
