start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4 with read ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7199 with read ROI [20700:25700, 24368:28368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9198 with read ROI [20700:25700, 24368:28368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 24368:28368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/434 with read ROI [20700:25700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/630 with read ROI [20700:25700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2670 with read ROI [20700:25700, 28368:32368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5030 with read ROI [20700:25700, 28368:32368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/762 with read ROI [20700:25700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5538 with read ROI [20700:25700, 32368:36368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1866 with read ROI [20700:25700, 36368:40368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4155 with read ROI [20700:25700, 36368:40368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6640 with read ROI [20700:25700, 36368:40368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3385 with read ROI [20700:25700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7249 with read ROI [20700:25700, 40368:44368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2724 with read ROI [20700:25700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6108 with read ROI [20700:25700, 44368:48368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9263 with read ROI [20700:25700, 44368:48368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3416 with read ROI [20700:25700, 48368:52368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5596 with read ROI [20700:25700, 48368:52368, 60368:64368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11620 with read ROI [20700:25700, 48368:52368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1928 with read ROI [20700:25700, 52368:56368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7927 with read ROI [20700:25700, 52368:56368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3451 with read ROI [20700:25700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11655 with read ROI [20700:25700, 56368:60368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1524 with read ROI [20700:25700, 60368:64368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5154 with read ROI [20700:25700, 60368:64368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10854 with read ROI [20700:25700, 60368:64368, 80368:84368] (5000, 4000, 4000) and write ROI [20700:25700, 60368:64368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4274 with read ROI [20700:25700, 64368:68368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6759 with read ROI [20700:25700, 64368:68368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 64368:68368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2835 with read ROI [20700:25700, 68368:72368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10115 with read ROI [20700:25700, 68368:72368, 68368:72368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16450 with read ROI [20700:25700, 68368:72368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 68368:72368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2557 with read ROI [20700:25700, 72368:76368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4752 with read ROI [20700:25700, 72368:76368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12598 with read ROI [20700:25700, 72368:76368, 76368:80368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16472 with read ROI [20700:25700, 72368:76368, 92368:96368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17553 with read ROI [20700:25700, 72368:76368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19857 with read ROI [20700:25700, 72368:76368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 72368:76368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21082 with read ROI [20700:25700, 72368:76368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 72368:76368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2880 with read ROI [20700:25700, 76368:80368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3556 with read ROI [20700:25700, 76368:80368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8716 with read ROI [20700:25700, 76368:80368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16495 with read ROI [20700:25700, 76368:80368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 76368:80368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7444 with read ROI [20700:25700, 80368:84368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17600 with read ROI [20700:25700, 80368:84368, 88368:92368] (5000, 4000, 4000) and write ROI [20700:25700, 80368:84368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10209 with read ROI [20700:25700, 84368:88368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 84368:88368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4850 with read ROI [20700:25700, 88368:92368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11015 with read ROI [20700:25700, 88368:92368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 88368:92368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8818 with read ROI [20700:25700, 92368:96368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16597 with read ROI [20700:25700, 92368:96368, 72368:76368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23808 with read ROI [20700:25700, 92368:96368, 96368:100368] (5000, 4000, 4000) and write ROI [20700:25700, 92368:96368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28102 with read ROI [20700:25700, 92368:96368, 108368:111944] (5000, 4000, 3576) and write ROI [20700:25700, 92368:96368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4905 with read ROI [20700:25700, 96368:100368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6394 with read ROI [20700:25700, 96368:100368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8846 with read ROI [20700:25700, 96368:100368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11890 with read ROI [20700:25700, 96368:100368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15590 with read ROI [20700:25700, 96368:100368, 64368:68368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21235 with read ROI [20700:25700, 96368:100368, 84368:88368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28130 with read ROI [20700:25700, 96368:100368, 104368:108368] (5000, 4000, 4000) and write ROI [20700:25700, 96368:100368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6423 with read ROI [20700:25700, 100368:103240, 12368:16368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 12368:16368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9578 with read ROI [20700:25700, 100368:103240, 32368:36368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 32368:36368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13683 with read ROI [20700:25700, 100368:103240, 52368:56368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 52368:56368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22539 with read ROI [20700:25700, 100368:103240, 84368:88368] (5000, 2872, 4000) and write ROI [20700:25700, 100368:103240, 84368:88368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/55 with read ROI [25700:30700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/475 with read ROI [25700:30700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1791 with read ROI [25700:30700, 368:4368, 64368:68368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5476 with read ROI [25700:30700, 368:4368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/481 with read ROI [25700:30700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2326 with read ROI [25700:30700, 4368:8368, 68368:72368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6010 with read ROI [25700:30700, 4368:8368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/713 with read ROI [25700:30700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2633 with read ROI [25700:30700, 8368:12368, 68368:72368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7173 with read ROI [25700:30700, 8368:12368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 8368:12368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/857 with read ROI [25700:30700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2966 with read ROI [25700:30700, 12368:16368, 68368:72368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5497 with read ROI [25700:30700, 12368:16368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6586 with read ROI [25700:30700, 12368:16368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7181 with read ROI [25700:30700, 12368:16368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/270 with read ROI [25700:30700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/414 with read ROI [25700:30700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2350 with read ROI [25700:30700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6595 with read ROI [25700:30700, 16368:20368, 96368:100368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/346 with read ROI [25700:30700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1200 with read ROI [25700:30700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4120 with read ROI [25700:30700, 20368:24368, 72368:76368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2671 with read ROI [25700:30700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7211 with read ROI [25700:30700, 24368:28368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7841 with read ROI [25700:30700, 24368:28368, 96368:100368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8507 with read ROI [25700:30700, 24368:28368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9210 with read ROI [25700:30700, 24368:28368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9951 with read ROI [25700:30700, 24368:28368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 24368:28368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/447 with read ROI [25700:30700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/538 with read ROI [25700:30700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/763 with read ROI [25700:30700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2107 with read ROI [25700:30700, 28368:32368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6067 with read ROI [25700:30700, 28368:32368, 80368:84368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2696 with read ROI [25700:30700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5056 with read ROI [25700:30700, 32368:36368, 68368:72368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1250 with read ROI [25700:30700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4605 with read ROI [25700:30700, 36368:40368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9249 with read ROI [25700:30700, 36368:40368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9990 with read ROI [25700:30700, 36368:40368, 96368:100368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10770 with read ROI [25700:30700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11590 with read ROI [25700:30700, 36368:40368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12451 with read ROI [25700:30700, 36368:40368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 36368:40368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/805 with read ROI [25700:30700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/941 with read ROI [25700:30700, 40368:44368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1094 with read ROI [25700:30700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1665 with read ROI [25700:30700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5085 with read ROI [25700:30700, 40368:44368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7895 with read ROI [25700:30700, 40368:44368, 80368:84368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3417 with read ROI [25700:30700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10801 with read ROI [25700:30700, 44368:48368, 92368:96368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11621 with read ROI [25700:30700, 44368:48368, 96368:100368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12482 with read ROI [25700:30700, 44368:48368, 100368:104368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13385 with read ROI [25700:30700, 44368:48368, 104368:108368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14331 with read ROI [25700:30700, 44368:48368, 108368:111944] (5000, 4000, 3576) and write ROI [25700:30700, 44368:48368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1127 with read ROI [25700:30700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1298 with read ROI [25700:30700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1488 with read ROI [25700:30700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1698 with read ROI [25700:30700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6142 with read ROI [25700:30700, 48368:52368, 60368:64368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 60368:64368] (5000, 4000, 4000)
