start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4 with read ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3963 with read ROI [45700:50700, 60368:63624, 12368:16368] (5000, 3256, 4000) and write ROI [45700:50700, 60368:63624, 12368:16368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/625 with read ROI [50700:55700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1045 with read ROI [50700:55700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1628 with read ROI [50700:55700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2701 with read ROI [50700:55700, 12368:16368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1460 with read ROI [50700:55700, 20368:24368, 16368:20368] (5000, 4000, 4000) and write ROI [50700:55700, 20368:24368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1917 with read ROI [50700:55700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [50700:55700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4658 with read ROI [50700:55700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1530 with read ROI [50700:55700, 36368:40368, 368:4368] (5000, 4000, 4000) and write ROI [50700:55700, 36368:40368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5656 with read ROI [50700:55700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 36368:40368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6204 with read ROI [50700:55700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8677 with read ROI [50700:55700, 44368:48368, 60368:63624] (5000, 4000, 3256) and write ROI [50700:55700, 44368:48368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4346 with read ROI [50700:55700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [50700:55700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5766 with read ROI [50700:55700, 56368:60368, 28368:32368] (5000, 4000, 4000) and write ROI [50700:55700, 56368:60368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7475 with read ROI [50700:55700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [50700:55700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2677 with read ROI [55700:60700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [55700:60700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3365 with read ROI [55700:60700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [55700:60700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/932 with read ROI [55700:60700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [55700:60700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1271 with read ROI [55700:60700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [55700:60700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2171 with read ROI [55700:60700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [55700:60700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3089 with read ROI [55700:60700, 24368:28368, 32368:36368] (5000, 4000, 4000) and write ROI [55700:60700, 24368:28368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3458 with read ROI [55700:60700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [55700:60700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2245 with read ROI [55700:60700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [55700:60700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3896 with read ROI [55700:60700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [55700:60700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3941 with read ROI [55700:60700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [55700:60700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3965 with read ROI [55700:60700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [55700:60700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7476 with read ROI [55700:60700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [55700:60700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/650 with read ROI [60700:65700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2703 with read ROI [60700:65700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [60700:65700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1272 with read ROI [60700:65700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4208 with read ROI [60700:65700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [60700:65700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1723 with read ROI [60700:65700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3478 with read ROI [60700:65700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [60700:65700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5182 with read ROI [60700:65700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [60700:65700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2289 with read ROI [60700:65700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3564 with read ROI [60700:65700, 44368:48368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 44368:48368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4397 with read ROI [60700:65700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8133 with read ROI [60700:65700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/784 with read ROI [65700:70700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2418 with read ROI [65700:70700, 4368:8368, 36368:40368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4193 with read ROI [65700:70700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1937 with read ROI [65700:70700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [65700:70700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1514 with read ROI [65700:70700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3128 with read ROI [65700:70700, 24368:28368, 24368:28368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2823 with read ROI [65700:70700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5700 with read ROI [65700:70700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8036 with read ROI [65700:70700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3238 with read ROI [65700:70700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5298 with read ROI [65700:70700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8800 with read ROI [65700:70700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4914 with read ROI [65700:70700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [65700:70700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1259 with read ROI [70700:75700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [70700:75700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1464 with read ROI [70700:75700, 4368:8368, 16368:20368] (5000, 4000, 4000) and write ROI [70700:75700, 4368:8368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4210 with read ROI [70700:75700, 8368:12368, 48368:52368] (5000, 4000, 4000) and write ROI [70700:75700, 8368:12368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1325 with read ROI [70700:75700, 16368:20368, 368:4368] (5000, 4000, 4000) and write ROI [70700:75700, 16368:20368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5145 with read ROI [70700:75700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [70700:75700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1764 with read ROI [70700:75700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [70700:75700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2845 with read ROI [70700:75700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [70700:75700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5227 with read ROI [70700:75700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [70700:75700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9429 with read ROI [70700:75700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [70700:75700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3615 with read ROI [70700:75700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [70700:75700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5325 with read ROI [70700:75700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [70700:75700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8162 with read ROI [70700:75700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [70700:75700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9559 with read ROI [70700:75700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [70700:75700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2735 with read ROI [75700:80700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3427 with read ROI [75700:80700, 4368:8368, 40368:44368] (5000, 4000, 4000) and write ROI [75700:80700, 4368:8368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1326 with read ROI [75700:80700, 12368:16368, 368:4368] (5000, 4000, 4000) and write ROI [75700:80700, 12368:16368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2229 with read ROI [75700:80700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [75700:80700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4720 with read ROI [75700:80700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2868 with read ROI [75700:80700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [75700:80700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8061 with read ROI [75700:80700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [75700:80700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4400 with read ROI [75700:80700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [75700:80700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5822 with read ROI [75700:80700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [75700:80700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/13637 with read ROI [75700:80700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [75700:80700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9560 with read ROI [75700:80700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/13694 with read ROI [75700:80700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [75700:80700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1482 with read ROI [80700:85700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [80700:85700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1517 with read ROI [80700:85700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [80700:85700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4701 with read ROI [80700:85700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3502 with read ROI [80700:85700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [80700:85700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2569 with read ROI [80700:85700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3217 with read ROI [80700:85700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10976 with read ROI [80700:85700, 32368:36368, 60368:63624] (5000, 4000, 3256) and write ROI [80700:85700, 32368:36368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5327 with read ROI [80700:85700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6939 with read ROI [80700:85700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9561 with read ROI [80700:85700, 48368:52368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 48368:52368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12792 with read ROI [80700:85700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8948 with read ROI [80700:85700, 60368:63624, 20368:24368] (5000, 3256, 4000) and write ROI [80700:85700, 60368:63624, 20368:24368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3095 with read ROI [85700:90700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4683 with read ROI [85700:90700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6752 with read ROI [85700:90700, 8368:12368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2548 with read ROI [85700:90700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6815 with read ROI [85700:90700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10173 with read ROI [85700:90700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [85700:90700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8753 with read ROI [85700:90700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11822 with read ROI [85700:90700, 32368:36368, 60368:63624] (5000, 4000, 3256) and write ROI [85700:90700, 32368:36368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5851 with read ROI [85700:90700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6407 with read ROI [85700:90700, 44368:48368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5938 with read ROI [85700:90700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8283 with read ROI [85700:90700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12886 with read ROI [85700:90700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [85700:90700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3465 with read ROI [90700:95700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3484 with read ROI [90700:95700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2273 with read ROI [90700:95700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2871 with read ROI [90700:95700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8730 with read ROI [90700:95700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10198 with read ROI [90700:95700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6353 with read ROI [90700:95700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6408 with read ROI [90700:95700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [90700:95700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5413 with read ROI [90700:95700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [90700:95700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5443 with read ROI [90700:95700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [90700:95700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6498 with read ROI [90700:95700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [90700:95700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12887 with read ROI [90700:95700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [90700:95700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1980 with read ROI [95700:100700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [95700:100700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3154 with read ROI [95700:100700, 4368:8368, 20368:24368] (5000, 4000, 4000) and write ROI [95700:100700, 4368:8368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5706 with read ROI [95700:100700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [95700:100700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3220 with read ROI [95700:100700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [95700:100700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6864 with read ROI [95700:100700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [95700:100700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11824 with read ROI [95700:100700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [95700:100700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11030 with read ROI [95700:100700, 28368:32368, 52368:56368] (5000, 4000, 4000) and write ROI [95700:100700, 28368:32368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11877 with read ROI [95700:100700, 32368:36368, 52368:56368] (5000, 4000, 4000) and write ROI [95700:100700, 32368:36368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14615 with read ROI [95700:100700, 36368:40368, 60368:63624] (5000, 4000, 3256) and write ROI [95700:100700, 36368:40368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14644 with read ROI [95700:100700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [95700:100700, 40368:44368, 56368:60368] (5000, 4000, 4000)
