start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/455 with read ROI [700:5700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4205 with read ROI [45700:50700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1720 with read ROI [45700:50700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2799 with read ROI [45700:50700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5179 with read ROI [45700:50700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7380 with read ROI [45700:50700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3939 with read ROI [45700:50700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9424 with read ROI [45700:50700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/285 with read ROI [50700:55700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1406 with read ROI [50700:55700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2388 with read ROI [50700:55700, 8368:12368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/675 with read ROI [50700:55700, 16368:20368, 368:4368] (5000, 4000, 4000) and write ROI [50700:55700, 16368:20368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4610 with read ROI [50700:55700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [50700:55700, 16368:20368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1115 with read ROI [50700:55700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [50700:55700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3088 with read ROI [50700:55700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [50700:55700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2224 with read ROI [50700:55700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [50700:55700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3145 with read ROI [50700:55700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [50700:55700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6786 with read ROI [50700:55700, 44368:48368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 44368:48368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7403 with read ROI [50700:55700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6831 with read ROI [50700:55700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [50700:55700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8771 with read ROI [50700:55700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [50700:55700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2377 with read ROI [55700:60700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [55700:60700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3014 with read ROI [55700:60700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [55700:60700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1656 with read ROI [55700:60700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [55700:60700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1671 with read ROI [55700:60700, 16368:20368, 20368:24368] (5000, 4000, 4000) and write ROI [55700:60700, 16368:20368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3423 with read ROI [55700:60700, 20368:24368, 40368:44368] (5000, 4000, 4000) and write ROI [55700:60700, 20368:24368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1322 with read ROI [55700:60700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [55700:60700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1972 with read ROI [55700:60700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [55700:60700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1992 with read ROI [55700:60700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [55700:60700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2542 with read ROI [55700:60700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [55700:60700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4759 with read ROI [55700:60700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5247 with read ROI [55700:60700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9450 with read ROI [55700:60700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [55700:60700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4422 with read ROI [55700:60700, 60368:63624, 8368:12368] (5000, 3256, 4000) and write ROI [55700:60700, 60368:63624, 8368:12368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/770 with read ROI [60700:65700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4163 with read ROI [60700:65700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [60700:65700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2717 with read ROI [60700:65700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [60700:65700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1288 with read ROI [60700:65700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3441 with read ROI [60700:65700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5639 with read ROI [60700:65700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2822 with read ROI [60700:65700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6227 with read ROI [60700:65700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8701 with read ROI [60700:65700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10168 with read ROI [60700:65700, 44368:48368, 60368:63624] (5000, 4000, 3256) and write ROI [60700:65700, 44368:48368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9451 with read ROI [60700:65700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4858 with read ROI [60700:65700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4885 with read ROI [60700:65700, 60368:63624, 8368:12368] (5000, 3256, 4000) and write ROI [60700:65700, 60368:63624, 8368:12368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/664 with read ROI [65700:70700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1658 with read ROI [65700:70700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2433 with read ROI [65700:70700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5109 with read ROI [65700:70700, 12368:16368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4244 with read ROI [65700:70700, 20368:24368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1994 with read ROI [65700:70700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7993 with read ROI [65700:70700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [65700:70700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4739 with read ROI [65700:70700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9405 with read ROI [65700:70700, 36368:40368, 60368:63624] (5000, 4000, 3256) and write ROI [65700:70700, 36368:40368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9428 with read ROI [65700:70700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10193 with read ROI [65700:70700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5820 with read ROI [65700:70700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9530 with read ROI [65700:70700, 56368:60368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 56368:60368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1890 with read ROI [70700:75700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [70700:75700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4194 with read ROI [70700:75700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [70700:75700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3092 with read ROI [70700:75700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [70700:75700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1744 with read ROI [70700:75700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [70700:75700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4719 with read ROI [70700:75700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [70700:75700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6790 with read ROI [70700:75700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [70700:75700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2890 with read ROI [70700:75700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [70700:75700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5274 with read ROI [70700:75700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [70700:75700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7479 with read ROI [70700:75700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [70700:75700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5352 with read ROI [70700:75700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [70700:75700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8190 with read ROI [70700:75700, 56368:60368, 28368:32368] (5000, 4000, 4000) and write ROI [70700:75700, 56368:60368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10329 with read ROI [70700:75700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [70700:75700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3789 with read ROI [75700:80700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [75700:80700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1137 with read ROI [75700:80700, 8368:12368, 368:4368] (5000, 4000, 4000) and write ROI [75700:80700, 8368:12368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4246 with read ROI [75700:80700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [75700:80700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4265 with read ROI [75700:80700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2017 with read ROI [75700:80700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [75700:80700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7386 with read ROI [75700:80700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [75700:80700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6836 with read ROI [75700:80700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [75700:80700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6860 with read ROI [75700:80700, 36368:40368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 36368:40368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11000 with read ROI [75700:80700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [75700:80700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11846 with read ROI [75700:80700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [75700:80700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4481 with read ROI [75700:80700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [75700:80700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5410 with read ROI [75700:80700, 56368:60368, 4368:8368] (5000, 4000, 4000) and write ROI [75700:80700, 56368:60368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7025 with read ROI [75700:80700, 60368:63624, 12368:16368] (5000, 3256, 4000) and write ROI [75700:80700, 60368:63624, 12368:16368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3806 with read ROI [80700:85700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4229 with read ROI [80700:85700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1536 with read ROI [80700:85700, 12368:16368, 368:4368] (5000, 4000, 4000) and write ROI [80700:85700, 12368:16368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2826 with read ROI [80700:85700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4742 with read ROI [80700:85700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [80700:85700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8039 with read ROI [80700:85700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2916 with read ROI [80700:85700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [80700:85700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4836 with read ROI [80700:85700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8137 with read ROI [80700:85700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12735 with read ROI [80700:85700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14612 with read ROI [80700:85700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [80700:85700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10331 with read ROI [80700:85700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/15661 with read ROI [80700:85700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1941 with read ROI [85700:90700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3464 with read ROI [85700:90700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4267 with read ROI [85700:90700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6211 with read ROI [85700:90700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6793 with read ROI [85700:90700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7410 with read ROI [85700:90700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6838 with read ROI [85700:90700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7482 with read ROI [85700:90700, 32368:36368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4049 with read ROI [85700:90700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8859 with read ROI [85700:90700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11932 with read ROI [85700:90700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/13726 with read ROI [85700:90700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8981 with read ROI [85700:90700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [85700:90700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1979 with read ROI [90700:95700, 4368:8368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 4368:8368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1999 with read ROI [90700:95700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [90700:95700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3525 with read ROI [90700:95700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4766 with read ROI [90700:95700, 16368:20368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 16368:20368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7434 with read ROI [90700:95700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9457 with read ROI [90700:95700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7483 with read ROI [90700:95700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [90700:95700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4891 with read ROI [90700:95700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8194 with read ROI [90700:95700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14643 with read ROI [90700:95700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [90700:95700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14673 with read ROI [90700:95700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [90700:95700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7686 with read ROI [90700:95700, 56368:60368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 56368:60368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11239 with read ROI [90700:95700, 60368:63624, 24368:28368] (5000, 3256, 4000) and write ROI [90700:95700, 60368:63624, 24368:28368] (5000, 3256, 4000)
