start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/220 with read ROI [700:5700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5601 with read ROI [45700:50700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5122 with read ROI [45700:50700, 32368:36368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4259 with read ROI [45700:50700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3495 with read ROI [45700:50700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8676 with read ROI [45700:50700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4345 with read ROI [45700:50700, 56368:60368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4369 with read ROI [45700:50700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [45700:50700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/429 with read ROI [50700:55700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/756 with read ROI [50700:55700, 4368:8368, 16368:20368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2112 with read ROI [50700:55700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [50700:55700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3755 with read ROI [50700:55700, 12368:16368, 56368:60368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1670 with read ROI [50700:55700, 20368:24368, 20368:24368] (5000, 4000, 4000) and write ROI [50700:55700, 20368:24368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3422 with read ROI [50700:55700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [50700:55700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4223 with read ROI [50700:55700, 28368:32368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 28368:32368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3125 with read ROI [50700:55700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [50700:55700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5676 with read ROI [50700:55700, 40368:44368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 40368:44368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5719 with read ROI [50700:55700, 48368:52368, 36368:40368] (5000, 4000, 4000) and write ROI [50700:55700, 48368:52368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8056 with read ROI [50700:55700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [50700:55700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8080 with read ROI [50700:55700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1217 with read ROI [55700:60700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/662 with read ROI [55700:60700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [55700:60700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/796 with read ROI [55700:60700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [55700:60700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1461 with read ROI [55700:60700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [55700:60700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1687 with read ROI [55700:60700, 20368:24368, 16368:20368] (5000, 4000, 4000) and write ROI [55700:60700, 20368:24368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2764 with read ROI [55700:60700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3107 with read ROI [55700:60700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5161 with read ROI [55700:60700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [55700:60700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2842 with read ROI [55700:60700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [55700:60700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5720 with read ROI [55700:60700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [55700:60700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8723 with read ROI [55700:60700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [55700:60700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5792 with read ROI [55700:60700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [55700:60700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/454 with read ROI [60700:65700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1433 with read ROI [60700:65700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2417 with read ROI [60700:65700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4192 with read ROI [60700:65700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1134 with read ROI [60700:65700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2483 with read ROI [60700:65700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5658 with read ROI [60700:65700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [60700:65700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3519 with read ROI [60700:65700, 36368:40368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5225 with read ROI [60700:65700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6833 with read ROI [60700:65700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [60700:65700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4832 with read ROI [60700:65700, 52368:56368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7503 with read ROI [60700:65700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11870 with read ROI [60700:65700, 60368:63624, 52368:56368] (5000, 3256, 4000) and write ROI [60700:65700, 60368:63624, 52368:56368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3029 with read ROI [65700:70700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4613 with read ROI [65700:70700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [65700:70700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3058 with read ROI [65700:70700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2766 with read ROI [65700:70700, 16368:20368, 28368:32368] (5000, 4000, 4000) and write ROI [65700:70700, 16368:20368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5640 with read ROI [65700:70700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1763 with read ROI [65700:70700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4718 with read ROI [65700:70700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3920 with read ROI [65700:70700, 36368:40368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 36368:40368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6834 with read ROI [65700:70700, 40368:44368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3614 with read ROI [65700:70700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3640 with read ROI [65700:70700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [65700:70700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10244 with read ROI [65700:70700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [65700:70700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8855 with read ROI [65700:70700, 60368:63624, 32368:36368] (5000, 3256, 4000) and write ROI [65700:70700, 60368:63624, 32368:36368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4614 with read ROI [70700:75700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [70700:75700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2450 with read ROI [70700:75700, 8368:12368, 28368:32368] (5000, 4000, 4000) and write ROI [70700:75700, 8368:12368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4227 with read ROI [70700:75700, 12368:16368, 44368:48368] (5000, 4000, 4000) and write ROI [70700:75700, 12368:16368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2804 with read ROI [70700:75700, 20368:24368, 20368:24368] (5000, 4000, 4000) and write ROI [70700:75700, 20368:24368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3149 with read ROI [70700:75700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [70700:75700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2867 with read ROI [70700:75700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [70700:75700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3215 with read ROI [70700:75700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [70700:75700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4809 with read ROI [70700:75700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [70700:75700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5299 with read ROI [70700:75700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [70700:75700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9504 with read ROI [70700:75700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [70700:75700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4915 with read ROI [70700:75700, 56368:60368, 4368:8368] (5000, 4000, 4000) and write ROI [70700:75700, 56368:60368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11109 with read ROI [70700:75700, 60368:63624, 40368:44368] (5000, 3256, 4000) and write ROI [70700:75700, 60368:63624, 40368:44368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3411 with read ROI [75700:80700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [75700:80700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5111 with read ROI [75700:80700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [75700:80700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1726 with read ROI [75700:80700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [75700:80700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3130 with read ROI [75700:80700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [75700:80700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2846 with read ROI [75700:80700, 24368:28368, 12368:16368] (5000, 4000, 4000) and write ROI [75700:80700, 24368:28368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4763 with read ROI [75700:80700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [75700:80700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5251 with read ROI [75700:80700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [75700:80700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6299 with read ROI [75700:80700, 36368:40368, 32368:36368] (5000, 4000, 4000) and write ROI [75700:80700, 36368:40368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10220 with read ROI [75700:80700, 40368:44368, 52368:56368] (5000, 4000, 4000) and write ROI [75700:80700, 40368:44368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4047 with read ROI [75700:80700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [75700:80700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8829 with read ROI [75700:80700, 48368:52368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 48368:52368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14611 with read ROI [75700:80700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [75700:80700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/15630 with read ROI [75700:80700, 56368:60368, 60368:63624] (5000, 4000, 3256) and write ROI [75700:80700, 56368:60368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/16695 with read ROI [75700:80700, 60368:63624, 60368:63624] (5000, 3256, 3256) and write ROI [75700:80700, 60368:63624, 60368:63624] (5000, 3256, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4647 with read ROI [80700:85700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [80700:85700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6153 with read ROI [80700:85700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [80700:85700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5643 with read ROI [80700:85700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [80700:85700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5186 with read ROI [80700:85700, 16368:20368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 16368:20368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8017 with read ROI [80700:85700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4352 with read ROI [80700:85700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [80700:85700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8086 with read ROI [80700:85700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11001 with read ROI [80700:85700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4889 with read ROI [80700:85700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8192 with read ROI [80700:85700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [80700:85700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11111 with read ROI [80700:85700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6496 with read ROI [80700:85700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [80700:85700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11992 with read ROI [80700:85700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [80700:85700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2770 with read ROI [85700:90700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1537 with read ROI [85700:90700, 8368:12368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3881 with read ROI [85700:90700, 12368:16368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2294 with read ROI [85700:90700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2593 with read ROI [85700:90700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8063 with read ROI [85700:90700, 24368:28368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6862 with read ROI [85700:90700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4863 with read ROI [85700:90700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8165 with read ROI [85700:90700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5908 with read ROI [85700:90700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9621 with read ROI [85700:90700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12854 with read ROI [85700:90700, 56368:60368, 40368:44368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14735 with read ROI [85700:90700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [85700:90700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5149 with read ROI [90700:95700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7348 with read ROI [90700:95700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [90700:95700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7998 with read ROI [90700:95700, 8368:12368, 60368:63624] (5000, 4000, 3256) and write ROI [90700:95700, 8368:12368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6233 with read ROI [90700:95700, 12368:16368, 44368:48368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3219 with read ROI [90700:95700, 20368:24368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5774 with read ROI [90700:95700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5303 with read ROI [90700:95700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [90700:95700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7509 with read ROI [90700:95700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [90700:95700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8166 with read ROI [90700:95700, 36368:40368, 32368:36368] (5000, 4000, 4000) and write ROI [90700:95700, 36368:40368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10304 with read ROI [90700:95700, 40368:44368, 40368:44368] (5000, 4000, 4000) and write ROI [90700:95700, 40368:44368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/13697 with read ROI [90700:95700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [90700:95700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7654 with read ROI [90700:95700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [90700:95700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10426 with read ROI [90700:95700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/16794 with read ROI [90700:95700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [90700:95700, 60368:63624, 48368:52368] (5000, 3256, 4000)
