start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/680 with read ROI [700:5700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [700:5700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5105 with read ROI [45700:50700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1510 with read ROI [45700:50700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5636 with read ROI [45700:50700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5675 with read ROI [45700:50700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2562 with read ROI [45700:50700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5741 with read ROI [45700:50700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5269 with read ROI [45700:50700, 60368:63624, 24368:28368] (5000, 3256, 4000) and write ROI [45700:50700, 60368:63624, 24368:28368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1395 with read ROI [50700:55700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [50700:55700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2676 with read ROI [50700:55700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [50700:55700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1241 with read ROI [50700:55700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [50700:55700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/931 with read ROI [50700:55700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2154 with read ROI [50700:55700, 20368:24368, 28368:32368] (5000, 4000, 4000) and write ROI [50700:55700, 20368:24368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3800 with read ROI [50700:55700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2205 with read ROI [50700:55700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [50700:55700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5160 with read ROI [50700:55700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [50700:55700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2265 with read ROI [50700:55700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [50700:55700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2863 with read ROI [50700:55700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [50700:55700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6270 with read ROI [50700:55700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [50700:55700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3611 with read ROI [50700:55700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [50700:55700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/637 with read ROI [55700:60700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [55700:60700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1229 with read ROI [55700:60700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [55700:60700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1873 with read ROI [55700:60700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [55700:60700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3392 with read ROI [55700:60700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [55700:60700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5091 with read ROI [55700:60700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [55700:60700, 16368:20368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1133 with read ROI [55700:60700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [55700:60700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1953 with read ROI [55700:60700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [55700:60700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4261 with read ROI [55700:60700, 32368:36368, 36368:40368] (5000, 4000, 4000) and write ROI [55700:60700, 32368:36368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4302 with read ROI [55700:60700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [55700:60700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2587 with read ROI [55700:60700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [55700:60700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10167 with read ROI [55700:60700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [55700:60700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3612 with read ROI [55700:60700, 56368:60368, 4368:8368] (5000, 4000, 4000) and write ROI [55700:60700, 56368:60368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5322 with read ROI [55700:60700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [55700:60700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10242 with read ROI [55700:60700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [55700:60700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1861 with read ROI [60700:65700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1643 with read ROI [60700:65700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [60700:65700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3057 with read ROI [60700:65700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [60700:65700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3802 with read ROI [60700:65700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [60700:65700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2207 with read ROI [60700:65700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3127 with read ROI [60700:65700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2543 with read ROI [60700:65700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4760 with read ROI [60700:65700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8724 with read ROI [60700:65700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3991 with read ROI [60700:65700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5323 with read ROI [60700:65700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12704 with read ROI [60700:65700, 56368:60368, 60368:63624] (5000, 4000, 3256) and write ROI [60700:65700, 56368:60368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/920 with read ROI [65700:70700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3772 with read ROI [65700:70700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2449 with read ROI [65700:70700, 12368:16368, 28368:32368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3820 with read ROI [65700:70700, 16368:20368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 16368:20368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6168 with read ROI [65700:70700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2247 with read ROI [65700:70700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3898 with read ROI [65700:70700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6250 with read ROI [65700:70700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8725 with read ROI [65700:70700, 40368:44368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4398 with read ROI [65700:70700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7504 with read ROI [65700:70700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [65700:70700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11051 with read ROI [65700:70700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [65700:70700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2719 with read ROI [70700:75700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [70700:75700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4629 with read ROI [70700:75700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [70700:75700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1497 with read ROI [70700:75700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [70700:75700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3839 with read ROI [70700:75700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [70700:75700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5660 with read ROI [70700:75700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [70700:75700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5680 with read ROI [70700:75700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [70700:75700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2291 with read ROI [70700:75700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [70700:75700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7407 with read ROI [70700:75700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [70700:75700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5770 with read ROI [70700:75700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [70700:75700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8109 with read ROI [70700:75700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [70700:75700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6376 with read ROI [70700:75700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [70700:75700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12761 with read ROI [70700:75700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [70700:75700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1906 with read ROI [75700:80700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [75700:80700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2751 with read ROI [75700:80700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [75700:80700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3444 with read ROI [75700:80700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [75700:80700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5146 with read ROI [75700:80700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [75700:80700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5661 with read ROI [75700:80700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [75700:80700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7365 with read ROI [75700:80700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [75700:80700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5228 with read ROI [75700:80700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [75700:80700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4351 with read ROI [75700:80700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [75700:80700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9454 with read ROI [75700:80700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [75700:80700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4861 with read ROI [75700:80700, 44368:48368, 12368:16368] (5000, 4000, 4000) and write ROI [75700:80700, 44368:48368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6377 with read ROI [75700:80700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [75700:80700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/12762 with read ROI [75700:80700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [75700:80700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5440 with read ROI [75700:80700, 60368:63624, 368:4368] (5000, 3256, 4000) and write ROI [75700:80700, 60368:63624, 368:4368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1121 with read ROI [80700:85700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [80700:85700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1709 with read ROI [80700:85700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [80700:85700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2211 with read ROI [80700:85700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2506 with read ROI [80700:85700, 12368:16368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 12368:16368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7366 with read ROI [80700:85700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4764 with read ROI [80700:85700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6837 with read ROI [80700:85700, 28368:32368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 28368:32368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3995 with read ROI [80700:85700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6351 with read ROI [80700:85700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [80700:85700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9533 with read ROI [80700:85700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4946 with read ROI [80700:85700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7621 with read ROI [80700:85700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/10392 with read ROI [80700:85700, 60368:63624, 28368:32368] (5000, 3256, 4000) and write ROI [80700:85700, 60368:63624, 28368:32368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6154 with read ROI [85700:90700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [85700:90700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1747 with read ROI [85700:90700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3152 with read ROI [85700:90700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3173 with read ROI [85700:90700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4330 with read ROI [85700:90700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4377 with read ROI [85700:90700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3996 with read ROI [85700:90700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3644 with read ROI [85700:90700, 36368:40368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5355 with read ROI [85700:90700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6968 with read ROI [85700:90700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/14642 with read ROI [85700:90700, 48368:52368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7653 with read ROI [85700:90700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11205 with read ROI [85700:90700, 60368:63624, 28368:32368] (5000, 3256, 4000) and write ROI [85700:90700, 60368:63624, 28368:32368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5645 with read ROI [90700:95700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2252 with read ROI [90700:95700, 8368:12368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 8368:12368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2849 with read ROI [90700:95700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5231 with read ROI [90700:95700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [90700:95700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4789 with read ROI [90700:95700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7458 with read ROI [90700:95700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5329 with read ROI [90700:95700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [90700:95700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7536 with read ROI [90700:95700, 36368:40368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 36368:40368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/11904 with read ROI [90700:95700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [90700:95700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8919 with read ROI [90700:95700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/13758 with read ROI [90700:95700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [90700:95700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/15726 with read ROI [90700:95700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [90700:95700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2809 with read ROI [95700:100700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [95700:100700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2829 with read ROI [95700:100700, 4368:8368, 16368:20368] (5000, 4000, 4000) and write ROI [95700:100700, 4368:8368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2296 with read ROI [95700:100700, 12368:16368, 368:4368] (5000, 4000, 4000) and write ROI [95700:100700, 12368:16368, 368:4368] (5000, 4000, 4000)
